dato,sesong,mesterskap,konkurranse,sted,navn,kjønn,klasse,plassering,treff,bom,sammenlagt plassering,total poeng,total treff,tromscup poeng/treff
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Emilie Landbakk,Jenter,15-16,6.0,3.0,7.0,11.,112,14,40/3
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Marie Henriksen Langseth,Jenter,15-16,1.0,7.0,3.0,1.,700,62,100/7
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Tora Johanne Solvang,Jenter,15-16,4.0,8.0,2.0,2.,520,62,50/8
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Amalie Triumf Vang,Jenter,15-16,3.0,6.0,4.0,3.,490,41,60/6
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Aylin Åsli,Jenter,15-16,2.0,3.0,7.0,4.,440,26,80/3
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Elise Reingjerdskog,Jenter,15-16,6.0,2.0,8.0,5.,410,39,40/2
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Idunn Raade Olsen,Jenter,15-16,,,,6.,334,44,
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Karianne Jacobsen,Jenter,15-16,5.0,8.0,2.0,7.,325,56,45/8
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Anne-Rebekka Eriksen,Jenter,15-16,,,,8.,257,41,
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Kjersti Elisabeth Pettersen,Jenter,15-16,,,,9.,240,27,
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Pia Nystu,Jenter,15-16,,,,10.,166,15,
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Emilie Landbakk,Jenter,15-16,7.0,6.0,4.0,11.,112,14,36/6
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Marie Henriksen Langseth,Jenter,15-16,1.0,10.0,0.0,1.,700,62,100/10
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Tora Johanne Solvang,Jenter,15-16,3.0,8.0,2.0,2.,520,62,60/8
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Amalie Triumf Vang,Jenter,15-16,5.0,4.0,6.0,3.,490,41,45/4
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Aylin Åsli,Jenter,15-16,2.0,6.0,4.0,4.,440,26,80/6
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Elise Reingjerdskog,Jenter,15-16,,,,5.,410,39,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Idunn Raade Olsen,Jenter,15-16,4.0,6.0,4.0,6.,334,44,50/6
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Karianne Jacobsen,Jenter,15-16,,,,7.,325,56,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Anne-Rebekka Eriksen,Jenter,15-16,7.0,8.0,2.0,8.,257,41,36/8
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Kjersti Elisabeth Pettersen,Jenter,15-16,,,,9.,240,27,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Pia Nystu,Jenter,15-16,,,,10.,166,15,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Emma Krogh Pedersen,Jenter,15-16,6.0,8.0,2.0,12.,80,13,40/8
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Marie Henriksen Langseth,Jenter,15-16,1.0,8.0,2.0,1.,700,62,100/8
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Tora Johanne Solvang,Jenter,15-16,5.0,8.0,2.0,2.,520,62,45/8
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Amalie Triumf Vang,Jenter,15-16,2.0,8.0,2.0,3.,490,41,80/8
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Aylin Åsli,Jenter,15-16,3.0,2.0,8.0,4.,440,26,60/2
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Elise Reingjerdskog,Jenter,15-16,,,,5.,410,39,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Idunn Raade Olsen,Jenter,15-16,4.0,9.0,1.0,6.,334,44,50/9
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Karianne Jacobsen,Jenter,15-16,,,,7.,325,56,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Anne-Rebekka Eriksen,Jenter,15-16,7.0,5.0,5.0,8.,257,41,36/5
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Kjersti Elisabeth Pettersen,Jenter,15-16,,,,9.,240,27,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Pia Nystu,Jenter,15-16,,,,10.,166,15,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Emma Krogh Pedersen,Jenter,15-16,6.0,5.0,5.0,12.,80,13,40/5
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Marie Henriksen Langseth,Jenter,15-16,1.0,8.0,2.0,1.,700,62,100/8
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Tora Johanne Solvang,Jenter,15-16,3.0,8.0,2.0,2.,520,62,60/8
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Amalie Triumf Vang,Jenter,15-16,2.0,6.0,4.0,3.,490,41,80/6
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Aylin Åsli,Jenter,15-16,,,,4.,440,26,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Elise Reingjerdskog,Jenter,15-16,,,,5.,410,39,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Idunn Raade Olsen,Jenter,15-16,,,,6.,334,44,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Karianne Jacobsen,Jenter,15-16,5.0,9.0,1.0,7.,325,56,45/9
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Anne-Rebekka Eriksen,Jenter,15-16,4.0,7.0,3.0,8.,257,41,50/7
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Kjersti Elisabeth Pettersen,Jenter,15-16,,,,9.,240,27,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Pia Nystu,Jenter,15-16,,,,10.,166,15,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Marie Henriksen Langseth,Jenter,15-16,1.0,9.0,1.0,1.,700,62,100/9
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Tora Johanne Solvang,Jenter,15-16,2.0,6.0,4.0,2.,520,62,80/6
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Amalie Triumf Vang,Jenter,15-16,,,,3.,490,41,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Aylin Åsli,Jenter,15-16,,,,4.,440,26,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Elise Reingjerdskog,Jenter,15-16,,,,5.,410,39,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Idunn Raade Olsen,Jenter,15-16,6.0,1.0,9.0,6.,334,44,40/1
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Karianne Jacobsen,Jenter,15-16,5.0,8.0,2.0,7.,325,56,45/8
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Anne-Rebekka Eriksen,Jenter,15-16,4.0,6.0,4.0,8.,257,41,50/6
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Kjersti Elisabeth Pettersen,Jenter,15-16,3.0,5.0,5.0,9.,240,27,60/5
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Pia Nystu,Jenter,15-16,,,,10.,166,15,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Marie Henriksen Langseth,Jenter,15-16,,,,1.,700,62,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Tora Johanne Solvang,Jenter,15-16,2.0,8.0,2.0,2.,520,62,80/8
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Amalie Triumf Vang,Jenter,15-16,,,,3.,490,41,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Aylin Åsli,Jenter,15-16,,,,4.,440,26,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Elise Reingjerdskog,Jenter,15-16,1.0,9.0,1.0,5.,410,39,100/9
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Idunn Raade Olsen,Jenter,15-16,3.0,7.0,3.0,6.,334,44,60/7
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Karianne Jacobsen,Jenter,15-16,5.0,9.0,1.0,7.,325,56,45/9
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Anne-Rebekka Eriksen,Jenter,15-16,,,,8.,257,41,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Kjersti Elisabeth Pettersen,Jenter,15-16,4.0,8.0,2.0,9.,240,27,50/8
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Pia Nystu,Jenter,15-16,,,,10.,166,15,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Marie Henriksen Langseth,Jenter,15-16,2.0,5.0,5.0,1.,700,62,80/5
16.03.2014,2013/2014,KM,Normal,Nordreisa,Tora Johanne Solvang,Jenter,15-16,3.0,10.0,0.0,2.,520,62,60/10
16.03.2014,2013/2014,KM,Normal,Nordreisa,Amalie Triumf Vang,Jenter,15-16,,,,3.,490,41,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Aylin Åsli,Jenter,15-16,,,,4.,440,26,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Elise Reingjerdskog,Jenter,15-16,1.0,10.0,0.0,5.,410,39,100/10
16.03.2014,2013/2014,KM,Normal,Nordreisa,Idunn Raade Olsen,Jenter,15-16,5.0,8.0,2.0,6.,334,44,45/8
16.03.2014,2013/2014,KM,Normal,Nordreisa,Karianne Jacobsen,Jenter,15-16,7.0,6.0,4.0,7.,325,56,36/6
16.03.2014,2013/2014,KM,Normal,Nordreisa,Anne-Rebekka Eriksen,Jenter,15-16,,,,8.,257,41,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Kjersti Elisabeth Pettersen,Jenter,15-16,6.0,5.0,5.0,9.,240,27,40/5
16.03.2014,2013/2014,KM,Normal,Nordreisa,Pia Nystu,Jenter,15-16,4.0,7.0,3.0,10.,166,15,50/7
16.03.2014,2013/2014,KM,Normal,Nordreisa,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Marie Henriksen Langseth,Jenter,15-16,,,,1.,700,62,
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Tora Johanne Solvang,Jenter,15-16,1.0,9.0,1.0,2.,520,62,100/9
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Amalie Triumf Vang,Jenter,15-16,4.0,7.0,3.0,3.,490,41,50/7
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Aylin Åsli,Jenter,15-16,3.0,4.0,6.0,4.,440,26,60/4
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Elise Reingjerdskog,Jenter,15-16,,,,5.,410,39,
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Idunn Raade Olsen,Jenter,15-16,,,,6.,334,44,
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Karianne Jacobsen,Jenter,15-16,6.0,6.0,4.0,7.,325,56,40/6
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Anne-Rebekka Eriksen,Jenter,15-16,,,,8.,257,41,
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Kjersti Elisabeth Pettersen,Jenter,15-16,5.0,6.0,4.0,9.,240,27,45/6
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Pia Nystu,Jenter,15-16,2.0,7.0,3.0,10.,166,15,80/7
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Emilie Landbakk,Jenter,15-16,,,,11.,112,14,
25.04.2014,2013/2014,tromscup,Sprint,Laksvatn,Emma Krogh Pedersen,Jenter,15-16,,,,12.,80,13,
01.12.2013,2013/2014,tromscup,Normal,Målselv,Runa Simonsen Blix,Kvinner,17-19,1.0,15.0,5.0,1.,680,74,100/15
01.12.2013,2013/2014,tromscup,Normal,Målselv,Frida Sørmo,Kvinner,17-19,2.0,8.0,12.0,2.,550,39,80/8
01.12.2013,2013/2014,tromscup,Normal,Målselv,Synnøve Myhr,Kvinner,17-19,,,,3.,530,53,
01.12.2013,2013/2014,tromscup,Normal,Målselv,Sandra Benedicte Norbye,Kvinner,17-19,4.0,9.0,11.0,4.,455,54,50/9
01.12.2013,2013/2014,tromscup,Normal,Målselv,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
01.12.2013,2013/2014,tromscup,Normal,Målselv,Julie Kloster Snekkevik,Kvinner,17-19,3.0,9.0,11.0,6.,280,36,60/9
01.12.2013,2013/2014,tromscup,Normal,Målselv,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
01.12.2013,2013/2014,tromscup,Normal,Målselv,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
01.12.2013,2013/2014,tromscup,Normal,Målselv,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Runa Simonsen Blix,Kvinner,17-19,,,,1.,680,74,
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Frida Sørmo,Kvinner,17-19,1.0,11.0,9.0,2.,550,39,100/11
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Synnøve Myhr,Kvinner,17-19,,,,3.,530,53,
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Sandra Benedicte Norbye,Kvinner,17-19,,,,4.,455,54,
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Marie Rasmussen,Kvinner,17-19,3.0,12.0,8.0,5.,288,42,60/12
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Malin Steffensen,Kvinner,17-19,4.0,9.0,11.0,8.,226,41,50/9
15.12.2013,2013/2014,tromscup,Fellesstart,Nordreisa,Agnethe Kaasen,Kvinner,17-19,2.0,10.0,10.0,9.,140,17,80/10
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Runa Simonsen Blix,Kvinner,17-19,2.0,7.0,3.0,1.,680,74,80/7
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Frida Sørmo,Kvinner,17-19,,,,2.,550,39,
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Synnøve Myhr,Kvinner,17-19,1.0,9.0,1.0,3.,530,53,100/9
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Sandra Benedicte Norbye,Kvinner,17-19,5.0,4.0,6.0,4.,455,54,45/4
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Julie Kloster Snekkevik,Kvinner,17-19,4.0,7.0,3.0,6.,280,36,50/7
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
29.12.2013,2013/2014,tromscup,Sprint,Laksvatn,Agnethe Kaasen,Kvinner,17-19,3.0,7.0,3.0,9.,140,17,60/7
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Runa Simonsen Blix,Kvinner,17-19,,,,1.,680,74,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Frida Sørmo,Kvinner,17-19,,,,2.,550,39,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Synnøve Myhr,Kvinner,17-19,,,,3.,530,53,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Sandra Benedicte Norbye,Kvinner,17-19,1.0,5.0,5.0,4.,455,54,100/5
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
05.01.2014,2013/2014,tromscup,Sprint,Storsteinnes,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Runa Simonsen Blix,Kvinner,17-19,1.0,7.0,3.0,1.,680,74,100/7
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Frida Sørmo,Kvinner,17-19,3.0,4.0,6.0,2.,550,39,60/4
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Synnøve Myhr,Kvinner,17-19,2.0,7.0,3.0,3.,530,53,80/7
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Sandra Benedicte Norbye,Kvinner,17-19,8.0,4.0,6.0,4.,455,54,32/4
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Marie Rasmussen,Kvinner,17-19,7.0,3.0,7.0,5.,288,42,36/3
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Julie Kloster Snekkevik,Kvinner,17-19,5.0,4.0,6.0,6.,280,36,45/4
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Sabrina Rao Pedersen,Kvinner,17-19,4.0,5.0,5.0,7.,270,18,50/5
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Malin Steffensen,Kvinner,17-19,6.0,6.0,4.0,8.,226,41,40/6
01.02.2014,2013/2014,tromscup,Sprint,Bardu IL,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Runa Simonsen Blix,Kvinner,17-19,1.0,16.0,4.0,1.,680,74,100/16
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Frida Sørmo,Kvinner,17-19,2.0,11.0,9.0,2.,550,39,80/11
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Synnøve Myhr,Kvinner,17-19,4.0,13.0,7.0,3.,530,53,50/13
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Sandra Benedicte Norbye,Kvinner,17-19,6.0,11.0,9.0,4.,455,54,40/11
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Marie Rasmussen,Kvinner,17-19,8.0,6.0,14.0,5.,288,42,32/6
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Julie Kloster Snekkevik,Kvinner,17-19,5.0,8.0,12.0,6.,280,36,45/8
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Sabrina Rao Pedersen,Kvinner,17-19,3.0,8.0,12.0,7.,270,18,60/8
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Malin Steffensen,Kvinner,17-19,7.0,8.0,12.0,8.,226,41,36/8
02.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Runa Simonsen Blix,Kvinner,17-19,,,,1.,680,74,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Frida Sørmo,Kvinner,17-19,2.0,3.0,7.0,2.,550,39,80/3
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Synnøve Myhr,Kvinner,17-19,,,,3.,530,53,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Sandra Benedicte Norbye,Kvinner,17-19,3.0,5.0,5.0,4.,455,54,60/5
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Sabrina Rao Pedersen,Kvinner,17-19,1.0,7.0,3.0,7.,270,18,100/7
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
08.02.2014,2013/2014,tromscup,Sprint,Tromsø,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Runa Simonsen Blix,Kvinner,17-19,,,,1.,680,74,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Frida Sørmo,Kvinner,17-19,1.0,-2.0,22.0,2.,550,39,100/-2
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Synnøve Myhr,Kvinner,17-19,2.0,2.0,18.0,3.,530,53,80/2
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Sandra Benedicte Norbye,Kvinner,17-19,,,,4.,455,54,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Sabrina Rao Pedersen,Kvinner,17-19,3.0,-2.0,22.0,7.,270,18,60/-2
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
09.02.2014,2013/2014,tromscup,Fellesstart,Tromsø,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Runa Simonsen Blix,Kvinner,17-19,1.0,16.0,4.0,1.,680,74,100/16
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Frida Sørmo,Kvinner,17-19,,,,2.,550,39,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Synnøve Myhr,Kvinner,17-19,,,,3.,530,53,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Sandra Benedicte Norbye,Kvinner,17-19,,,,4.,455,54,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
15.02.2014,2013/2014,tromscup,Fellesstart,Bardu,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Runa Simonsen Blix,Kvinner,17-19,,,,1.,680,74,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Frida Sørmo,Kvinner,17-19,,,,2.,550,39,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Synnøve Myhr,Kvinner,17-19,,,,3.,530,53,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Sandra Benedicte Norbye,Kvinner,17-19,1.0,8.0,12.0,4.,455,54,100/8
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Marie Rasmussen,Kvinner,17-19,,,,5.,288,42,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
08.03.2014,2013/2014,tromscup,Fellesstart,Målselv,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Runa Simonsen Blix,Kvinner,17-19,1.0,5.0,5.0,1.,680,74,100/5
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Frida Sørmo,Kvinner,17-19,,,,2.,550,39,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Synnøve Myhr,Kvinner,17-19,2.0,5.0,5.0,3.,530,53,80/5
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Sandra Benedicte Norbye,Kvinner,17-19,4.0,6.0,4.0,4.,455,54,50/6
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Marie Rasmussen,Kvinner,17-19,3.0,7.0,3.0,5.,288,42,60/7
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Malin Steffensen,Kvinner,17-19,,,,8.,226,41,
15.03.2014,2013/2014,tromscup,Sprint,Skjervøy,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Runa Simonsen Blix,Kvinner,17-19,,,,1.,680,74,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Frida Sørmo,Kvinner,17-19,,,,2.,550,39,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Synnøve Myhr,Kvinner,17-19,2.0,12.0,8.0,3.,530,53,80/12
16.03.2014,2013/2014,KM,Normal,Nordreisa,Sandra Benedicte Norbye,Kvinner,17-19,4.0,9.0,11.0,4.,455,54,50/9
16.03.2014,2013/2014,KM,Normal,Nordreisa,Marie Rasmussen,Kvinner,17-19,1.0,14.0,6.0,5.,288,42,100/14
16.03.2014,2013/2014,KM,Normal,Nordreisa,Julie Kloster Snekkevik,Kvinner,17-19,,,,6.,280,36,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Sabrina Rao Pedersen,Kvinner,17-19,,,,7.,270,18,
16.03.2014,2013/2014,KM,Normal,Nordreisa,Malin Steffensen,Kvinner,17-19,3.0,15.0,5.0,8.,226,41,60/15
16.03.2014,2013/2014,KM,Normal,Nordreisa,Agnethe Kaasen,Kvinner,17-19,,,,9.,140,17,
