Number;Firstname;Surname;Birthday;Gender;Club;Nation;Type;Class;Starttime;Finish;RankValue;ExitStatus;Rank;RankPoints;Participated;ContestantId;Team;TotalPoints;TotalTime;TotalTimeFormatted;TotalDiffTimeFormatted;BonusSeconds;ClassId;DNB Cup 3/Junior Cup 1 normal-Points;DNB Cup 3/Junior Cup 1 normal-Time;DNB Cup 3/Junior Cup 1 normal-TimeFormatted;DNB Cup 3/Junior Cup 1 normal-DiffTimeFormatted;DNB Cup 3/Junior Cup 1 sprint-Points;DNB Cup 3/Junior Cup 1 sprint-Time;DNB Cup 3/Junior Cup 1 sprint-TimeFormatted;DNB Cup 3/Junior Cup 1 sprint-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NSSF JR Cup 2 K18-19 liste-Points;NSSF JR Cup 2 K18-19 liste-Time;NSSF JR Cup 2 K18-19 liste-TimeFormatted;NSSF JR Cup 2 K18-19 liste-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NM JR /JR Cup 2 K18-19-Points;NM JR /JR Cup 2 K18-19-Time;NM JR /JR Cup 2 K18-19-TimeFormatted;NM JR /JR Cup 2 K18-19-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-Points;DNB Cup 5 / Junior Cup 3 Sprint-Time;DNB Cup 5 / Junior Cup 3 Sprint-TimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-Points;DNB Cup 5 / Junior Cup 3  Normal-Time;DNB Cup 5 / Junior Cup 3  Normal-TimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-DiffTimeFormatted;NM Normal -Senior, NM Normal - Junior-Points;NM Normal -Senior, NM Normal - Junior-Time;NM Normal -Senior, NM Normal - Junior-TimeFormatted;NM Normal -Senior, NM Normal - Junior-DiffTimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-Points;DNB Cup 6/Junior Cup 4, 10.03.2018-Time;DNB Cup 6/Junior Cup 4, 10.03.2018-TimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-DiffTimeFormatted;Junior Cup 4 - Sprint M19-Points;Junior Cup 4 - Sprint M19-Time;Junior Cup 4 - Sprint M19-TimeFormatted;Junior Cup 4 - Sprint M19-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-Points;Junior Cup finale 5 - Fellesstart 17-19år-Time;Junior Cup finale 5 - Fellesstart 17-19år-TimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-Points;Junior Cup finale 5 - Fellesstart 19-21år-Time;Junior Cup finale 5 - Fellesstart 19-21år-TimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-DiffTimeFormatted
174;Odin;Garli;0;m;Sokna IL;NO;Serie;M19;00:00:00.000;Mål;170.0;OK;10;0;7;2223534;NTG-L;170.0;12829510;3:33:49.5;10:35.400;0;418646;NOR;36.0;2603620;43:23.6;3:57.3;22.0;1438600;23:58.6;2:20.1;19.0;1785800;29:45.8;1:23.2;;;;;19.0;1285200;21:25.2;1:50.9;;;;;29.0;1139300;18:59.3;0:39.6;19.0;2144690;35:44.6;2:49.6;;;;;26.0;2432300;40:32.3;3:12.7;;;;;;;;;;;;
175;Jonas Slettemark;Juel;0;m;Fossum IF;NO;Serie;M19;00:00:00.000;Mål;164.0;OK;11;0;7;431565;Wang Toppidrett;164.0;13060590;3:37:40.5;14:26.480;0;418646;NOR;40.0;2549590;42:29.5;3:03.2;29.0;1433100;23:53.1;2:14.6;2.0;1907700;31:47.7;3:25.1;;;;;32.0;1242700;20:42.7;1:08.4;;;;;;;;;;;;;;;;;0.0;2875700;47:55.7;10:36.1;32.0;1282300;21:22.3;1:23.4;;;;;29.0;1769500;29:29.5;0:40.4
176;Jo Brøste;Nørstegård;0;m;Dombås IL;NO;Serie;M19;00:00:00.000;Mål;160.0;OK;12;0;7;2970582;NTG-L;160.0;12092830;3:21:32.8;1:41.280;0;418646;NOR;0.0;2835090;47:15.0;7:48.7;40.0;1400500;23:20.5;1:42.0;15.0;1810400;30:10.4;1:47.8;;;;;29.0;1255700;20:55.7;1:21.4;;;;;16.0;1190100;19:50.1;1:30.4;17.0;2153110;35:53.1;2:58.1;;;;;17.0;2505200;41:45.2;4:25.6;14.0;1338100;22:18.1;2:19.2;;;;;26.0;1777820;29:37.8;0:48.7
177;Aksel Mathias;Meland;0;m;Markane IL;NO;Serie;M19;00:00:00.000;Mål;154.0;OK;13;0;7;1362542;Stryn vgs;154.0;13449410;3:44:09.4;20:55.300;0;418646;NOR;32.0;2605370;43:25.3;3:59.0;10.0;1500000;25:00.0;3:21.5;18.0;1795800;29:55.8;1:33.2;;;;;0.0;1422700;23:42.7;4:08.4;;;;;22.0;1155400;19:15.4;0:55.7;40.0;2012200;33:32.2;0:37.2;;;;;19.0;2492500;41:32.5;4:12.9;6.0;1371700;22:51.7;2:52.8;;;;;13.0;1888140;31:28.1;2:39.0
178;Vegard;Skrede;0;m;Hardbagg IL;NO;Serie;M19;00:00:00.000;Mål;143.0;OK;14;0;7;2224848;Stryn vgs;143.0;12151480;3:22:31.4;0:42.630;0;418646;NOR;11.0;2699860;44:59.8;5:33.5;18.0;1457100;24:17.1;2:38.6;8.0;1877300;31:17.3;2:54.7;;;;;24.0;1264000;21:04.0;1:29.7;;;;;24.0;1153400;19:13.4;0:53.7;0.0;2285650;38:05.6;5:10.6;;;;;21.0;2479900;41:19.9;4:00.3;21.0;1312200;21:52.2;1:53.3;;;;;24.0;1785020;29:45.0;0:55.9
179;Even;Mangset;0;m;MjøsSki;NO;Serie;M19;00:00:00.000;Mål;140.0;OK;15;0;7;694571;;140.0;11218090;3:06:58.0;16:16.020;0;418646;NOR;7.0;2754010;45:54.0;6:27.7;14.0;1479200;24:39.2;3:00.7;16.0;1797100;29:57.1;1:34.5;;;;;13.0;1304100;21:44.1;2:09.8;;;;;32.0;1131000;18:51.0;0:31.3;4.0;2240290;37:20.2;4:25.2;;;;;32.0;2360100;39:20.1;2:00.5;11.0;1352500;22:32.5;2:33.6;;;;;22.0;1794090;29:54.0;1:04.9
180;Filip Fjeld;ANDERSEN;0;m;Geilo IL;NO;Serie;M19;00:00:00.000;Mål;127.0;OK;16;0;3;1778366;;127.0;5183400;1:26:23.4;Mangler 4;0;418646;NOR;;;;;;;;;32.0;1748200;29:08.2;0:45.6;;;;;50.0;1174300;19:34.3;0:00.0;;;;;;;;;;;;;;;;;45.0;2260900;37:40.9;0:21.3;;;;;;;;;;;;
181;Martin Øyen;Tøraasen;0;m;Folldal IF;NO;Serie;M19;00:00:00.000;Mål;119.0;OK;17;0;7;694620;Team Toyota Slettum Bil;119.0;12589520;3:29:49.5;6:35.410;0;418646;NOR;21.0;2637400;43:57.4;4:31.1;17.0;1475600;24:35.6;2:57.1;0.0;1966200;32:46.2;4:23.6;;;;;0.0;1397800;23:17.8;3:43.5;;;;;40.0;1122500;18:42.5;0:22.8;16.0;2160430;36:00.4;3:05.4;;;;;0.0;2781000;46:21.0;9:01.4;9.0;1361800;22:41.8;2:42.9;;;;;16.0;1865590;31:05.5;2:16.4
182;Per;VASSMYR;0;m;Tromsø Skiskytterlag;NO;Serie;M19;00:00:00.000;Mål;109.0;OK;18;0;7;616752;NTG-T;109.0;12667950;3:31:07.9;7:53.840;0;418646;NOR;29.0;2605580;43:25.5;3:59.2;24.0;1438000;23:58.0;2:19.5;11.0;1855900;30:55.9;2:33.3;;;;;10.0;1313800;21:53.8;2:19.5;;;;;1.0;1255700;20:55.7;2:36.0;8.0;2223390;37:03.3;4:08.3;;;;;0.0;2724600;45:24.6;8:05.0;16.0;1331800;22:11.8;2:12.9;;;;;11.0;1899480;31:39.4;2:50.3
183;Sindre Vassdal;Johannesen;0;m;Hernes IL;NO;Serie;M19;00:00:00.000;Mål;105.0;OK;19;0;7;699467;Team iSandnes;105.0;12656350;3:30:56.3;7:42.240;0;418646;NOR;18.0;2648520;44:08.5;4:42.2;16.0;1477400;24:37.4;2:58.9;22.0;1775300;29:35.3;1:12.7;;;;;0.0;1413600;23:33.6;3:59.3;;;;;0.0;1266600;21:06.6;2:46.9;24.0;2104060;35:04.0;2:09.0;;;;;0.0;2786400;46:26.4;9:06.8;13.0;1344600;22:24.6;2:25.7;;;;;12.0;1892870;31:32.8;2:43.7
184;Sindre;Gjøsæter;0;m;Kvam Langrenn- og Skiskyttarklubb;NO;Serie;M19;00:00:00.000;Mål;100.0;OK;20;0;7;4204867;NTG-G;100.0;13349250;3:42:29.2;19:15.140;0;418646;NOR;0.0;2920640;48:40.6;9:14.3;12.0;1496700;24:56.7;3:18.2;14.0;1828600;30:28.6;2:06.0;;;;;0.0;1404800;23:24.8;3:50.5;;;;;14.0;1193800;19:53.8;1:34.1;0.0;2354980;39:14.9;6:19.9;;;;;9.0;2589200;43:09.2;5:49.6;45.0;1257000;20:57.0;0:58.1;;;;;6.0;2063310;34:23.3;5:34.2
185;Sivert;Bekken;0;m;Kvikne IL;NO;Serie;M19;00:00:00.000;Mål;100.0;OK;21;0;7;2275672;;100.0;12249940;3:24:09.9;0:55.830;0;418646;NOR;;;;;;;;;5.0;1895800;31:35.8;3:13.2;;;;;7.0;1327300;22:07.3;2:33.0;;;;;19.0;1159800;19:19.8;1:00.1;9.0;2210420;36:50.4;3:55.4;;;;;22.0;2464500;41:04.5;3:44.9;24.0;1308600;21:48.6;1:49.7;;;;;14.0;1883520;31:23.5;2:34.4
186;Thor Arild;Aas;0;m;Birkenes IL;NO;Serie;M19;00:00:00.000;Mål;97.0;OK;22;0;7;694583;;97.0;12347260;3:25:47.2;2:33.150;0;418646;NOR;0.0;2807780;46:47.7;7:21.4;;;;;6.0;1892200;31:32.2;3:09.6;;;;;20.0;1279700;21:19.7;1:45.4;;;;;7.0;1214000;20:14.0;1:54.3;1.0;2271300;37:51.3;4:56.3;;;;;5.0;2629800;43:49.8;6:30.2;18.0;1321800;22:01.8;2:02.9;;;;;40.0;1738460;28:58.4;0:09.3
187;Peder;Owren;0;m;Vingrom IL;NO;Serie;M19;00:00:00.000;Mål;91.0;OK;23;0;7;694619;;91.0;12405190;3:26:45.1;3:31.080;0;418646;NOR;;;;;;;;;0.0;1929900;32:09.9;3:47.3;;;;;14.0;1303700;21:43.7;2:09.4;;;;;21.0;1156000;19:16.0;0:56.3;20.0;2128640;35:28.6;2:33.6;;;;;12.0;2564800;42:44.8;5:25.2;17.0;1330900;22:10.9;2:12.0;;;;;7.0;1991250;33:11.2;4:22.1
188;Magnus;Mørk;0;m;Ivrig IL;NO;Serie;M19;00:00:00.000;Mål;87.0;OK;24;0;7;3648650;NTG-L;87.0;14064280;3:54:24.2;31:10.170;0;418646;NOR;5.0;2758440;45:58.4;6:32.1;21.0;1440700;24:00.7;2:22.2;3.0;1907600;31:47.6;3:25.0;;;;;21.0;1276900;21:16.9;1:42.6;;;;;0.0;1284600;21:24.6;3:04.9;21.0;2128250;35:28.2;2:33.2;;;;;7.0;2617900;43:37.9;6:18.3;3.0;1381000;23:01.0;3:02.1;;;;;9.0;1934490;32:14.4;3:25.3
189;Torjus;Idland;0;m;Figgjo IL;NO;Serie;M19;00:00:00.000;Mål;70.0;OK;25;0;7;374614;Team iSandnes;70.0;13406290;3:43:26.2;20:12.180;0;418646;NOR;19.0;2644960;44:04.9;4:38.6;6.0;1526200;25:26.2;3:47.7;26.0;1768100;29:28.1;1:05.5;;;;;8.0;1321300;22:01.3;2:27.0;;;;;2.0;1249600;20:49.6;2:29.9;7.0;2227330;37:07.3;4:12.3;;;;;2.0;2668800;44:28.8;7:09.2;;;;;;;;;;;;
190;Magnus Raaum;Langseth;0;m;Østre Toten Skilag;NO;Serie;M19;00:00:00.000;Mål;70.0;OK;26;0;7;4445298;Team Lygna skiskyting;70.0;12740190;3:32:20.1;9:06.080;0;418646;NOR;20.0;2640050;44:00.0;4:33.7;13.0;1483500;24:43.5;3:05.0;10.0;1859400;30:59.4;2:36.8;;;;;;;;;;;;;5.0;1226100;20:26.1;2:06.4;0.0;2297130;38:17.1;5:22.1;;;;;0.0;2780400;46:20.4;9:00.8;7.0;1367700;22:47.7;2:48.8;;;;;15.0;1866310;31:06.3;2:17.2
191;Halvor Taalesen;Tjøntveit;0;m;Svene IL;NO;Serie;M19;00:00:00.000;Mål;61.0;OK;27;0;7;4081558;NTG-G;61.0;13092840;3:38:12.8;14:58.730;0;418646;NOR;0.0;2887220;48:07.2;8:40.9;;;;;7.0;1890800;31:30.8;3:08.2;;;;;18.0;1291700;21:31.7;1:57.4;;;;;11.0;1206400;20:06.4;1:46.7;10.0;2200840;36:40.8;3:45.8;;;;;0.0;2676200;44:36.2;7:16.6;10.0;1353700;22:33.7;2:34.8;;;;;5.0;2262180;37:42.1;8:53.0
192;Sigurd;Trømborg;0;m;IL Bevern;NO;Serie;M19;00:00:00.000;Mål;60.0;OK;28;0;7;3799043;Team iSandnes;60.0;13557900;3:45:57.9;22:43.790;0;418646;NOR;4.0;2761840;46:01.8;6:35.5;0.0;1597200;26:37.2;4:58.7;4.0;1903700;31:43.7;3:21.1;;;;;11.0;1313600;21:53.6;2:19.3;;;;;4.0;1239500;20:39.5;2:19.8;36.0;2066660;34:26.6;1:31.6;;;;;1.0;2675400;44:35.4;7:15.8;;;;;;;;;;;;
193;Sindre Davidsen;Schonhowd;0;m;Søndre Ål Sportsklubb;NO;Serie;M19;00:00:00.000;Mål;57.0;OK;29;0;7;389685;Team Lygna skiskyting;57.0;12287000;3:24:47.0;1:32.890;0;418646;NOR;9.0;2752750;45:52.7;6:26.4;9.0;1507600;25:07.6;3:29.1;0.0;2053400;34:13.4;5:50.8;;;;;2.0;1341400;22:21.4;2:47.1;;;;;12.0;1202100;20:02.1;1:42.4;13.0;2186780;36:26.7;3:31.7;;;;;0.0;2723600;45:23.6;8:04.0;2.0;1385900;23:05.9;3:07.0;;;;;10.0;1910470;31:50.4;3:01.3
194;Rasmus Odland;Kvamme;0;m;Tromsø Skiskytterlag;NO;Serie;M19;00:00:00.000;Mål;52.0;OK;30;0;7;566164;NTG-T;52.0;12367130;3:26:07.1;2:53.020;0;418646;NOR;0.0;2803230;46:43.2;7:16.9;0.0;1581900;26:21.9;4:43.4;0.0;1993400;33:13.4;4:50.8;;;;;1.0;1356900;22:36.9;3:02.6;;;;;6.0;1214500;20:14.5;1:54.8;22.0;2106370;35:06.3;2:11.3;;;;;0.0;2787700;46:27.7;9:08.1;15.0;1333900;22:13.9;2:15.0;;;;;8.0;1970330;32:50.3;4:01.2
195;Gard Reier;GROVEN;0;m;Drammen Strong;NO;Serie;M19;00:00:00.000;Mål;44.0;OK;31;0;7;1813253;NTG-G;44.0;13723100;3:48:43.1;25:28.990;0;418646;NOR;8.0;2752800;45:52.8;6:26.5;0.0;1586600;26:26.6;4:48.1;12.0;1853900;30:53.9;2:31.3;;;;;12.0;1306500;21:46.5;2:12.2;;;;;9.0;1210700;20:10.7;1:51.0;3.0;2242200;37:22.2;4:27.2;;;;;0.0;2770400;46:10.4;8:50.8;0.0;1399300;23:19.3;3:20.4;;;;;;;;
196;Alexander;ENGEBRETSEN;0;m;Fossum IF;NO;Serie;M19;00:00:00.000;Mål;41.0;OK;32;0;7;743014;;41.0;12558050;3:29:18.0;6:03.940;0;418646;NOR;12.0;2697900;44:57.9;5:31.6;0.0;1581400;26:21.4;4:42.9;9.0;1860700;31:00.7;2:38.1;;;;;5.0;1331500;22:11.5;2:37.2;;;;;3.0;1243400;20:43.4;2:23.7;0.0;2490750;41:30.7;8:35.7;;;;;0.0;2909900;48:29.9;11:10.3;12.0;1352400;22:32.4;2:33.5;;;;;;;;
197;Kristoffer Schulz;Solum;0;m;Simostranda IL;NO;Serie;M19;00:00:00.000;Mål;40.0;OK;33;0;6;694572;Team Skiguard Buskerud;40.0;11881610;3:18:01.6;Mangler 1;0;418646;NOR;0.0;1900110;31:40.1;7:46.2;7.0;1525600;25:25.6;3:47.1;0.0;1964300;32:44.3;4:21.7;;;;;16.0;1297600;21:37.6;2:03.3;;;;;0.0;1260800;21:00.8;2:41.1;0.0;2563580;42:43.5;9:48.5;;;;;13.0;2555300;42:35.3;5:15.7;4.0;1377900;22:57.9;2:59.0;;;;;;;;
198;Erik Kjøsnes;Wekre;0;m;Steinkjer Skiklubb;NO;Serie;M19;00:00:00.000;Mål;36.0;OK;34;0;7;941160;Steinkjer vgs;36.0;13745110;3:49:05.1;25:51.000;0;418646;NOR;3.0;2767320;46:07.3;6:41.0;0.0;1543200;25:43.2;4:04.7;0.0;1961300;32:41.3;4:18.7;;;;;0.0;1430800;23:50.8;4:16.5;;;;;18.0;1176600;19:36.6;1:16.9;15.0;2172690;36:12.6;3:17.6;;;;;0.0;2693200;44:53.2;7:33.6;;;;;;;;;;;;
199;Sander;Østensen;0;m;Østre Toten Skilag;NO;Serie;M19;00:00:00.000;Mål;36.0;OK;35;0;7;2970277;;36.0;12730510;3:32:10.5;8:56.400;0;418646;NOR;;;;;3.0;1537100;25:37.1;3:58.6;0.0;1993700;33:13.7;4:51.1;;;;;0.0;1465400;24:25.4;4:51.1;;;;;17.0;1183700;19:43.7;1:24.0;0.0;2578510;42:58.5;10:03.5;;;;;8.0;2609600;43:29.6;6:10.0;8.0;1362500;22:42.5;2:43.6;;;;;;;;
200;Emil Andre;Breivik;0;m;IL Bevern;NO;Serie;M19;00:00:00.000;Mål;36.0;OK;36;0;7;694612;Team Kongsberg;36.0;13984060;3:53:04.0;29:49.950;0;418646;NOR;0.0;2932660;48:52.6;9:26.3;0.0;1636300;27:16.3;5:37.8;0.0;2073000;34:33.0;6:10.4;;;;;0.0;1380600;23:00.6;3:26.3;;;;;15.0;1191600;19:51.6;1:31.9;11.0;2198700;36:38.7;3:43.7;;;;;10.0;2571200;42:51.2;5:31.6;0.0;1451100;24:11.1;4:12.2;;;;;;;;
201;Trym Algarheim;Tverås;0;m;Fossum IF;NO;Serie;M19;00:00:00.000;Mål;33.0;OK;37;0;2;431571;Wang Toppidrett;33.0;3291500;54:51.5;Mangler 5;0;418646;NOR;;;;;20.0;1445700;24:05.7;2:27.2;13.0;1845800;30:45.8;2:23.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Håvard;Haugen;0;m;Tonstad IL;NO;Serie;M19;00:00:00.000;Mål;28.0;OK;38;0;6;4213333;Team Skiguard Buskerud;28.0;11678290;3:14:38.2;Mangler 1;0;418646;NOR;0.0;2800590;46:40.5;7:14.2;19.0;1453000;24:13.0;2:34.5;0.0;1991600;33:11.6;4:49.0;;;;;9.0;1316900;21:56.9;2:22.6;;;;;;;;;;;;;;;;;0.0;2702400;45:02.4;7:42.8;0.0;1413800;23:33.8;3:34.9;;;;;;;;
203;Halvor;Skrindo;0;m;Ål Skiskyttarlag;NO;Serie;M19;00:00:00.000;Mål;28.0;OK;39;0;7;694626;;28.0;13849780;3:50:49.7;27:35.670;0;418646;NOR;13.0;2693870;44:53.8;5:27.5;0.0;1556100;25:56.1;4:17.6;0.0;1930400;32:10.4;3:47.8;;;;;0.0;1395100;23:15.1;3:40.8;;;;;0.0;1284100;21:24.1;3:04.4;0.0;2477410;41:17.4;8:22.4;;;;;15.0;2512800;41:52.8;4:33.2;0.0;1464200;24:24.2;4:25.3;;;;;;;;
204;Håkon;Frøseth;0;m;Sokna IL;NO;Serie;M19;00:00:00.000;Mål;26.0;OK;40;0;7;4708461;Meråker vgs;26.0;13855060;3:50:55.0;27:40.950;0;418646;NOR;0.0;2785080;46:25.0;6:58.7;0.0;1547100;25:47.1;4:08.6;0.0;2066800;34:26.8;6:04.2;;;;;0.0;1437500;23:57.5;4:23.2;;;;;13.0;1200900;20:00.9;1:41.2;2.0;2249580;37:29.5;4:34.5;;;;;11.0;2568100;42:48.1;5:28.5;0.0;1418200;23:38.2;3:39.3;;;;;;;;
205;Sander Kulstad;Haugen;0;m;Østre Toten Skilag;NO;Serie;M19;00:00:00.000;Mål;22.0;OK;41;0;7;4204938;Team Lygna skiskyting;22.0;13135840;3:38:55.8;15:41.730;0;418646;NOR;10.0;2749240;45:49.2;6:22.9;2.0;1537200;25:37.2;3:58.7;0.0;1933500;32:13.5;3:50.9;;;;;0.0;1425300;23:45.3;4:11.0;;;;;10.0;1206600;20:06.6;1:46.9;;;;;;;;;0.0;2832300;47:12.3;9:52.7;0.0;1451700;24:11.7;4:12.8;;;;;;;;
206;Torbjørn;Oppigard;0;m;Eikesdal Skiskyttarlag - Skiskyting;NO;Serie;M19;00:00:00.000;Mål;20.0;OK;42;0;7;4496387;Meråker vgs;20.0;14146780;3:55:46.7;32:32.670;0;418646;NOR;0.0;3009310;50:09.3;10:43.0;0.0;1612100;26:52.1;5:13.6;0.0;1939100;32:19.1;3:56.5;;;;;0.0;1359800;22:39.8;3:05.5;;;;;0.0;1289700;21:29.7;3:10.0;12.0;2191770;36:31.7;3:36.7;;;;;3.0;2658100;44:18.1;6:58.5;5.0;1376600;22:56.6;2:57.7;;;;;;;;
207;Tobias Bjørvig;Karlsen;0;m;Skjervøy IK;NO;Serie;M19;00:00:00.000;Mål;16.0;OK;43;0;4;4082802;NTG-T;16.0;7750030;2:09:10.0;Mangler 3;0;418646;NOR;16.0;2672530;44:32.5;5:06.2;0.0;1578900;26:18.9;4:40.4;0.0;2051000;34:11.0;5:48.4;;;;;0.0;1447600;24:07.6;4:33.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;Tobias;Hægeland;0;m;Øvrebø IL;NO;Serie;M19;00:00:00.000;Mål;14.0;OK;44;0;4;694610;Team iSandnes;14.0;7670220;2:07:50.2;Mangler 3;0;418646;NOR;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1296100;21:36.1;3:16.4;0.0;2297520;38:17.5;5:22.5;;;;;14.0;2524200;42:04.2;4:44.6;0.0;1552400;25:52.4;5:53.5;;;;;;;;
209;Einar;Ekeland;0;m;Torridal IL - skiskyting;NO;Serie;M19;00:00:00.000;Mål;8.0;OK;45;0;4;2128300;;8.0;7650590;2:07:30.5;Mangler 3;0;418646;NOR;0.0;2858290;47:38.2;8:11.9;5.0;1527200;25:27.2;3:48.7;0.0;1930400;32:10.4;3:47.8;;;;;3.0;1334700;22:14.7;2:40.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Trym;Paulsen;0;m;Skonseng UL;NO;Serie;M19;00:00:00.000;Mål;7.0;OK;46;0;4;4083331;Team Polarsirkelen ski;7.0;7663780;2:07:43.7;Mangler 3;0;418646;NOR;0.0;2882780;48:02.7;8:36.4;0.0;1539900;25:39.9;4:01.4;1.0;1910700;31:50.7;3:28.1;;;;;6.0;1330400;22:10.4;2:36.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Ola Martinius;WINGESTAD;0;m;Svene IL;NO;Serie;M19;00:00:00.000;Mål;6.0;OK;47;0;7;2119119;Team Kongsberg;6.0;14717180;4:05:17.1;42:03.070;0;418646;NOR;6.0;2757560;45:57.5;6:31.2;0.0;1616500;26:56.5;5:18.0;0.0;2069900;34:29.9;6:07.3;;;;;0.0;1524200;25:24.2;5:49.9;;;;;0.0;1307800;21:47.8;3:28.1;0.0;2462420;41:02.4;8:07.4;;;;;0.0;2978800;49:38.8;12:19.2;;;;;;;;;;;;
212;Indre;Halseth;0;m;Rennebu IL;NO;Serie;M19;00:00:00.000;Mål;6.0;OK;47;0;6;383004;Meråker vgs;6.0;11826510;3:17:06.5;Mangler 1;0;418646;NOR;0.0;3039920;50:39.9;11:13.6;0.0;1793300;29:53.3;8:14.8;0.0;2005700;33:25.7;5:03.1;;;;;0.0;1403000;23:23.0;3:48.7;;;;;0.0;1352000;22:32.0;4:12.3;6.0;2232590;37:12.5;4:17.5;;;;;;;;;;;;;;;;;;;;
213;Magnus;STOKKE;0;m;Lier IL;NO;Serie;M19;00:00:00.000;Mål;6.0;OK;47;0;7;2075160;Team Skiguard Buskerud;6.0;15139510;4:12:19.5;49:05.400;0;418646;NOR;0.0;3413020;56:53.0;17:26.7;0.0;1753300;29:13.3;7:34.8;0.0;2067000;34:27.0;6:04.4;;;;;0.0;1445700;24:05.7;4:31.4;;;;;0.0;1290800;21:30.8;3:11.1;0.0;2541990;42:21.9;9:26.9;;;;;6.0;2627700;43:47.7;6:28.1;0.0;1434700;23:54.7;3:55.8;;;;;;;;
214;Sondre Nikolai;Olsen;0;m;Trondhjems Skiskyttere;NO;Serie;M19;00:00:00.000;Mål;5.0;OK;50;0;6;941471;Trondheim Biathlon Team;5.0;11557170;3:12:37.1;Mangler 1;0;418646;NOR;0.0;2944310;49:04.3;9:38.0;0.0;1631300;27:11.3;5:32.8;0.0;1987500;33:07.5;4:44.9;;;;;0.0;1479100;24:39.1;5:04.8;;;;;0.0;1279000;21:19.0;2:59.3;5.0;2235960;37:15.9;4:20.9;;;;;;;;;;;;;;;;;;;;
215;Anders;Usland;0;m;Marnardal IL;NO;Serie;M19;00:00:00.000;Mål;5.0;OK;51;0;7;694607;Sirdal Ski;5.0;14153000;3:55:53.0;32:38.890;0;418646;NOR;1.0;2782140;46:22.1;6:55.8;4.0;1534100;25:34.1;3:55.6;0.0;1961400;32:41.4;4:18.8;;;;;0.0;1380000;23:00.0;3:25.7;;;;;0.0;1339900;22:19.9;4:00.2;0.0;2435960;40:35.9;7:40.9;;;;;0.0;2719500;45:19.5;7:59.9;;;;;;;;;;;;
216;Daniel Olai;Nyvoll;0;m;Fossum IF;NO;Serie;M19;00:00:00.000;Mål;1.0;OK;52;0;6;4250231;Wang Toppidrett;1.0;12027820;3:20:27.8;Mangler 1;0;418646;NOR;0.0;2856720;47:36.7;8:10.4;1.0;1539000;25:39.0;4:00.5;0.0;1919800;31:59.8;3:37.2;;;;;0.0;1380800;23:00.8;3:26.5;;;;;;;;;;;;;;;;;0.0;2814800;46:54.8;9:35.2;0.0;1516700;25:16.7;5:17.8;;;;;;;;
217;Mari;Wetterhus;0;f;Svene IL;NO;Serie;K20-21;00:00:00.000;Mål;284.0;OK;1;0;7;3133478;Team Maxim;284.0;14496200;4:01:36.2;0:00.000;0;418647;NOR;24.0;2998400;49:58.4;2:11.9;50.0;1559900;25:59.9;0:00.0;22.0;2059000;34:19.0;1:45.6;;;;;29.0;1493100;24:53.1;1:18.4;;;;;36.0;1297400;21:37.4;0:10.6;50.0;2252720;37:32.7;0:00.0;50.0;2559600;42:39.6;0:00.0;18.0;1586110;26:26.1;2:09.7;;;;;;;;;45.0;2335080;38:55.0;0:28.5
218;Randi Sollid;Nordvang;0;f;Vik IL;NO;Serie;K20-21;00:00:00.000;Mål;275.0;OK;2;0;7;4524593;Team Maxim;275.0;14855220;4:07:35.2;5:59.020;0;418647;NOR;32.0;2951550;49:11.5;1:25.0;45.0;1586800;26:26.8;0:26.9;18.0;2142400;35:42.4;3:09.0;;;;;22.0;1502400;25:02.4;1:27.7;;;;;50.0;1286800;21:26.8;0:00.0;26.0;2476370;41:16.3;3:43.6;36.0;2709200;45:09.2;2:29.6;50.0;1456440;24:16.4;0:00.0;;;;;;;;;36.0;2388060;39:48.0;1:21.5
